,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,zebra,stripe,stripes,striped,fibers,curtains,texture,tail,folds,curtain,0.170745849609375,0.15655517578125,0.147552490234375,0.142852783203125,0.127166748046875,0.118011474609375,0.11724853515625,0.11309814453125,0.110443115234375,0.10870361328125,data/broden1_224/images/dtd/woven_0115.jpg,data/broden1_224/images/dtd/pleated_0139.jpg,data/broden1_224/images/dtd/pleated_0109.jpg,data/broden1_224/images/dtd/striped_0063.jpg,data/broden1_224/images/dtd/striped_0097.jpg,data/broden1_224/images/dtd/wrinkled_0055.jpg,data/broden1_224/images/dtd/matted_0152.jpg,data/broden1_224/images/dtd/striped_0023.jpg,data/broden1_224/images/dtd/scaly_0213.jpg,data/broden1_224/images/dtd/pleated_0173.jpg,data/broden1_224/images/dtd/striped_0086.jpg,data/broden1_224/images/dtd/matted_0104.jpg,data/broden1_224/images/dtd/striped_0049.jpg,data/broden1_224/images/dtd/striped_0040.jpg,data/broden1_224/images/opensurfaces/56429.jpg,data/broden1_224/images/dtd/striped_0010.jpg,data/broden1_224/images/dtd/flecked_0143.jpg,data/broden1_224/images/dtd/veined_0095.jpg,data/broden1_224/images/dtd/spiralled_0054.jpg,data/broden1_224/images/dtd/braided_0147.jpg
1,dotted,dots,spots,dot,braille,holes,pattern,circles,membrane,gasket,0.305755615234375,0.266998291015625,0.195770263671875,0.172393798828125,0.171356201171875,0.14971923828125,0.14752197265625,0.143310546875,0.137420654296875,0.13470458984375,data/broden1_224/images/dtd/perforated_0102.jpg,data/broden1_224/images/dtd/perforated_0076.jpg,data/broden1_224/images/dtd/polka-dotted_0138.jpg,data/broden1_224/images/dtd/polka-dotted_0205.jpg,data/broden1_224/images/dtd/spiralled_0118.jpg,data/broden1_224/images/dtd/grid_0058.jpg,data/broden1_224/images/dtd/perforated_0170.jpg,data/broden1_224/images/dtd/polka-dotted_0093.jpg,data/broden1_224/images/dtd/honeycombed_0089.jpg,data/broden1_224/images/dtd/perforated_0050.jpg,data/broden1_224/images/dtd/polka-dotted_0123.jpg,data/broden1_224/images/dtd/polka-dotted_0191.jpg,data/broden1_224/images/dtd/perforated_0132.jpg,data/broden1_224/images/dtd/dotted_0181.jpg,data/broden1_224/images/dtd/perforated_0105.jpg,data/broden1_224/images/dtd/cobwebbed_0134.jpg,data/broden1_224/images/dtd/swirly_0084.jpg,data/broden1_224/images/dtd/perforated_0042.jpg,data/broden1_224/images/dtd/polka-dotted_0147.jpg,data/broden1_224/images/dtd/polka-dotted_0228.jpg
2,shelving,inventories,aisle,shelves,wholesalers,stalls,periodicals,directories,reorganization,facilities,0.19329833984375,0.190399169921875,0.1749267578125,0.170257568359375,0.156829833984375,0.153900146484375,0.153564453125,0.14984130859375,0.1488037109375,0.146484375,data/broden1_224/images/ade20k/ADE_train_00011078.jpg,data/broden1_224/images/ade20k/ADE_train_00001549.jpg,data/broden1_224/images/ade20k/ADE_train_00018998.jpg,data/broden1_224/images/opensurfaces/56028.jpg,data/broden1_224/images/ade20k/ADE_train_00005967.jpg,data/broden1_224/images/dtd/interlaced_0044.jpg,data/broden1_224/images/ade20k/ADE_train_00019538.jpg,data/broden1_224/images/dtd/honeycombed_0099.jpg,data/broden1_224/images/dtd/honeycombed_0166.jpg,data/broden1_224/images/dtd/chequered_0208.jpg,data/broden1_224/images/ade20k/ADE_val_00001876.jpg,data/broden1_224/images/ade20k/ADE_train_00002215.jpg,data/broden1_224/images/ade20k/ADE_train_00001566.jpg,data/broden1_224/images/ade20k/ADE_train_00015224.jpg,data/broden1_224/images/dtd/braided_0141.jpg,data/broden1_224/images/ade20k/ADE_val_00000541.jpg,data/broden1_224/images/ade20k/ADE_train_00016277.jpg,data/broden1_224/images/ade20k/ADE_train_00014410.jpg,data/broden1_224/images/ade20k/ADE_val_00001369.jpg,data/broden1_224/images/opensurfaces/85153.jpg
3,wicker,weaving,woven,thread,fibers,teak,rope,blinds,wood,hay,0.272735595703125,0.225921630859375,0.213134765625,0.1669921875,0.1473388671875,0.147216796875,0.14471435546875,0.14239501953125,0.140533447265625,0.139678955078125,data/broden1_224/images/dtd/woven_0058.jpg,data/broden1_224/images/dtd/grid_0056.jpg,data/broden1_224/images/dtd/woven_0038.jpg,data/broden1_224/images/dtd/woven_0130.jpg,data/broden1_224/images/dtd/woven_0084.jpg,data/broden1_224/images/dtd/banded_0154.jpg,data/broden1_224/images/dtd/woven_0021.jpg,data/broden1_224/images/dtd/woven_0086.jpg,data/broden1_224/images/dtd/banded_0066.jpg,data/broden1_224/images/dtd/scaly_0144.jpg,data/broden1_224/images/dtd/grooved_0104.jpg,data/broden1_224/images/dtd/braided_0078.jpg,data/broden1_224/images/dtd/woven_0050.jpg,data/broden1_224/images/pascal/2010_003101.jpg,data/broden1_224/images/dtd/grid_0101.jpg,data/broden1_224/images/dtd/polka-dotted_0130.jpg,data/broden1_224/images/dtd/knitted_0183.jpg,data/broden1_224/images/dtd/spiralled_0055.jpg,data/broden1_224/images/dtd/grooved_0051.jpg,data/broden1_224/images/dtd/meshed_0089.jpg
4,kitchens,kitchen,cabinets,appliances,housewares,refrigerators,townhouse,clearinghouse,apartment,furnished,0.2625732421875,0.245941162109375,0.2415771484375,0.15924072265625,0.153839111328125,0.147308349609375,0.14154052734375,0.139801025390625,0.134185791015625,0.134002685546875,data/broden1_224/images/dtd/zigzagged_0088.jpg,data/broden1_224/images/dtd/zigzagged_0048.jpg,data/broden1_224/images/dtd/honeycombed_0172.jpg,data/broden1_224/images/dtd/zigzagged_0046.jpg,data/broden1_224/images/dtd/honeycombed_0138.jpg,data/broden1_224/images/dtd/zigzagged_0040.jpg,data/broden1_224/images/dtd/zigzagged_0085.jpg,data/broden1_224/images/dtd/zigzagged_0112.jpg,data/broden1_224/images/dtd/zigzagged_0047.jpg,data/broden1_224/images/dtd/zigzagged_0105.jpg,data/broden1_224/images/dtd/meshed_0177.jpg,data/broden1_224/images/dtd/meshed_0158.jpg,data/broden1_224/images/opensurfaces/100023.jpg,data/broden1_224/images/dtd/bubbly_0132.jpg,data/broden1_224/images/opensurfaces/2720.jpg,data/broden1_224/images/dtd/woven_0120.jpg,data/broden1_224/images/opensurfaces/3994.jpg,data/broden1_224/images/dtd/polka-dotted_0228.jpg,data/broden1_224/images/dtd/honeycombed_0147.jpg,data/broden1_224/images/opensurfaces/9566.jpg
5,social,wholesalers,reorganization,genealogical,decorations,florists,decorated,superpages,fundraiser,cookbooks,0.12579345703125,0.120849609375,0.120574951171875,0.11541748046875,0.108551025390625,0.10809326171875,0.10693359375,0.106414794921875,0.103424072265625,0.102783203125,data/broden1_224/images/dtd/swirly_0061.jpg,data/broden1_224/images/dtd/pitted_0146.jpg,data/broden1_224/images/ade20k/ADE_train_00019072.jpg,data/broden1_224/images/dtd/dotted_0091.jpg,data/broden1_224/images/dtd/woven_0007.jpg,data/broden1_224/images/ade20k/ADE_train_00005367.jpg,data/broden1_224/images/opensurfaces/88242.jpg,data/broden1_224/images/ade20k/ADE_train_00007747.jpg,data/broden1_224/images/opensurfaces/69711.jpg,data/broden1_224/images/dtd/spiralled_0115.jpg,data/broden1_224/images/ade20k/ADE_train_00006209.jpg,data/broden1_224/images/pascal/2008_001937.jpg,data/broden1_224/images/opensurfaces/100162.jpg,data/broden1_224/images/ade20k/ADE_train_00011083.jpg,data/broden1_224/images/dtd/bumpy_0178.jpg,data/broden1_224/images/ade20k/ADE_train_00008019.jpg,data/broden1_224/images/dtd/dotted_0115.jpg,data/broden1_224/images/ade20k/ADE_train_00015224.jpg,data/broden1_224/images/ade20k/ADE_train_00014992.jpg,data/broden1_224/images/dtd/braided_0176.jpg
6,dotted,dots,eggs,egg,braille,holes,texture,membrane,foam,textured,0.17144775390625,0.12786865234375,0.119171142578125,0.118804931640625,0.113555908203125,0.1116943359375,0.1112060546875,0.108795166015625,0.108123779296875,0.106903076171875,data/broden1_224/images/dtd/perforated_0138.jpg,data/broden1_224/images/dtd/perforated_0115.jpg,data/broden1_224/images/dtd/perforated_0003.jpg,data/broden1_224/images/dtd/knitted_0204.jpg,data/broden1_224/images/dtd/perforated_0105.jpg,data/broden1_224/images/dtd/perforated_0046.jpg,data/broden1_224/images/dtd/freckled_0174.jpg,data/broden1_224/images/dtd/bubbly_0100.jpg,data/broden1_224/images/dtd/knitted_0083.jpg,data/broden1_224/images/dtd/meshed_0127.jpg,data/broden1_224/images/dtd/bubbly_0144.jpg,data/broden1_224/images/dtd/scaly_0206.jpg,data/broden1_224/images/dtd/perforated_0124.jpg,data/broden1_224/images/dtd/honeycombed_0085.jpg,data/broden1_224/images/dtd/blotchy_0139.jpg,data/broden1_224/images/dtd/swirly_0128.jpg,data/broden1_224/images/dtd/lacelike_0093.jpg,data/broden1_224/images/dtd/knitted_0119.jpg,data/broden1_224/images/dtd/freckled_0153.jpg,data/broden1_224/images/dtd/cracked_0071.jpg
7,lattice,grille,barred,fence,aa,garrison,fences,geometric,net,defenses,0.18048095703125,0.131591796875,0.1304931640625,0.116485595703125,0.113311767578125,0.104217529296875,0.10357666015625,0.10345458984375,0.09869384765625,0.09796142578125,data/broden1_224/images/dtd/perforated_0106.jpg,data/broden1_224/images/dtd/zigzagged_0132.jpg,data/broden1_224/images/dtd/grid_0040.jpg,data/broden1_224/images/dtd/zigzagged_0021.jpg,data/broden1_224/images/dtd/meshed_0163.jpg,data/broden1_224/images/pascal/2010_000390.jpg,data/broden1_224/images/dtd/meshed_0128.jpg,data/broden1_224/images/dtd/grid_0003.jpg,data/broden1_224/images/dtd/zigzagged_0042.jpg,data/broden1_224/images/dtd/zigzagged_0053.jpg,data/broden1_224/images/dtd/zigzagged_0054.jpg,data/broden1_224/images/dtd/meshed_0138.jpg,data/broden1_224/images/dtd/zigzagged_0091.jpg,data/broden1_224/images/dtd/waffled_0063.jpg,data/broden1_224/images/dtd/waffled_0130.jpg,data/broden1_224/images/dtd/meshed_0185.jpg,data/broden1_224/images/dtd/honeycombed_0147.jpg,data/broden1_224/images/ade20k/ADE_train_00005580.jpg,data/broden1_224/images/dtd/zigzagged_0097.jpg,data/broden1_224/images/dtd/meshed_0031.jpg
8,gatherings,social,fundraiser,volunteers,supervisors,caregivers,thanksgiving,outreach,helpers,facilitating,0.21136474609375,0.195343017578125,0.178192138671875,0.16278076171875,0.162078857421875,0.1612548828125,0.15936279296875,0.158721923828125,0.15728759765625,0.155609130859375,data/broden1_224/images/dtd/sprinkled_0079.jpg,data/broden1_224/images/pascal/2009_002976.jpg,data/broden1_224/images/opensurfaces/67176.jpg,data/broden1_224/images/opensurfaces/58998.jpg,data/broden1_224/images/opensurfaces/60136.jpg,data/broden1_224/images/opensurfaces/57779.jpg,data/broden1_224/images/opensurfaces/92502.jpg,data/broden1_224/images/opensurfaces/11069.jpg,data/broden1_224/images/opensurfaces/54963.jpg,data/broden1_224/images/pascal/2010_000020.jpg,data/broden1_224/images/pascal/2010_003197.jpg,data/broden1_224/images/ade20k/ADE_val_00000306.jpg,data/broden1_224/images/opensurfaces/59615.jpg,data/broden1_224/images/opensurfaces/68420.jpg,data/broden1_224/images/pascal/2010_003146.jpg,data/broden1_224/images/ade20k/ADE_train_00016238.jpg,data/broden1_224/images/pascal/2010_005026.jpg,data/broden1_224/images/opensurfaces/116262.jpg,data/broden1_224/images/opensurfaces/73913.jpg,data/broden1_224/images/opensurfaces/70078.jpg
9,cookbooks,kitchen,kitchens,recipes,cuisine,domestic,dinners,appetizers,display,cookbook,0.159942626953125,0.155029296875,0.146514892578125,0.14617919921875,0.13427734375,0.130859375,0.13018798828125,0.127197265625,0.125579833984375,0.1229248046875,data/broden1_224/images/opensurfaces/115175.jpg,data/broden1_224/images/ade20k/ADE_val_00001746.jpg,data/broden1_224/images/opensurfaces/89845.jpg,data/broden1_224/images/opensurfaces/70700.jpg,data/broden1_224/images/opensurfaces/75023.jpg,data/broden1_224/images/opensurfaces/10334.jpg,data/broden1_224/images/opensurfaces/78009.jpg,data/broden1_224/images/opensurfaces/77594.jpg,data/broden1_224/images/dtd/sprinkled_0047.jpg,data/broden1_224/images/opensurfaces/78188.jpg,data/broden1_224/images/opensurfaces/19148.jpg,data/broden1_224/images/dtd/spiralled_0138.jpg,data/broden1_224/images/dtd/spiralled_0068.jpg,data/broden1_224/images/opensurfaces/8618.jpg,data/broden1_224/images/pascal/2008_002680.jpg,data/broden1_224/images/opensurfaces/73765.jpg,data/broden1_224/images/opensurfaces/72791.jpg,data/broden1_224/images/ade20k/ADE_train_00013612.jpg,data/broden1_224/images/pascal/2010_000261.jpg,data/broden1_224/images/ade20k/ADE_train_00012275.jpg
