,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,purple,magenta,wavelength,pink,lilac,pinkworld,textile,burgundy,amethyst,lavender,0.433563232421875,0.384033203125,0.349273681640625,0.298126220703125,0.256195068359375,0.255645751953125,0.232757568359375,0.228179931640625,0.224578857421875,0.22137451171875,data/broden1_224/images/dtd/woven_0005.jpg,data/broden1_224/images/dtd/wrinkled_0033.jpg,data/broden1_224/images/dtd/knitted_0101.jpg,data/broden1_224/images/dtd/knitted_0159.jpg,data/broden1_224/images/dtd/pleated_0136.jpg,data/broden1_224/images/dtd/knitted_0141.jpg,data/broden1_224/images/dtd/grooved_0051.jpg,data/broden1_224/images/dtd/knitted_0185.jpg,data/broden1_224/images/dtd/swirly_0148.jpg,data/broden1_224/images/dtd/paisley_0030.jpg,data/broden1_224/images/dtd/frilly_0052.jpg,data/broden1_224/images/dtd/woven_0071.jpg,data/broden1_224/images/dtd/knitted_0083.jpg,data/broden1_224/images/dtd/frilly_0057.jpg,data/broden1_224/images/dtd/cobwebbed_0126.jpg,data/broden1_224/images/dtd/waffled_0081.jpg,data/broden1_224/images/dtd/knitted_0150.jpg,data/broden1_224/images/dtd/knitted_0099.jpg,data/broden1_224/images/dtd/perforated_0167.jpg,data/broden1_224/images/dtd/woven_0102.jpg
1,purple,magenta,wavelength,pink,pinkworld,lilac,ultraviolet,lavender,grape,violet,0.351715087890625,0.310516357421875,0.267913818359375,0.2349853515625,0.21966552734375,0.20281982421875,0.1846923828125,0.1788330078125,0.17529296875,0.17059326171875,data/broden1_224/images/dtd/bumpy_0145.jpg,data/broden1_224/images/dtd/dotted_0047.jpg,data/broden1_224/images/dtd/lined_0134.jpg,data/broden1_224/images/dtd/waffled_0120.jpg,data/broden1_224/images/dtd/cobwebbed_0105.jpg,data/broden1_224/images/dtd/chequered_0062.jpg,data/broden1_224/images/dtd/frilly_0052.jpg,data/broden1_224/images/dtd/grid_0115.jpg,data/broden1_224/images/dtd/meshed_0053.jpg,data/broden1_224/images/dtd/frilly_0047.jpg,data/broden1_224/images/ade20k/ADE_train_00001097.jpg,data/broden1_224/images/dtd/woven_0015.jpg,data/broden1_224/images/dtd/bumpy_0127.jpg,data/broden1_224/images/dtd/sprinkled_0124.jpg,data/broden1_224/images/dtd/dotted_0062.jpg,data/broden1_224/images/dtd/banded_0096.jpg,data/broden1_224/images/dtd/frilly_0057.jpg,data/broden1_224/images/dtd/woven_0005.jpg,data/broden1_224/images/dtd/knitted_0141.jpg,data/broden1_224/images/opensurfaces/15806.jpg
2,grid,surface,mesh,tweed,ascii,processor,concrete,dotted,screened,woven,0.136962890625,0.131103515625,0.12884521484375,0.1109619140625,0.103790283203125,0.102935791015625,0.10198974609375,0.1016845703125,0.10125732421875,0.101043701171875,data/broden1_224/images/dtd/perforated_0099.jpg,data/broden1_224/images/dtd/perforated_0167.jpg,data/broden1_224/images/dtd/perforated_0168.jpg,data/broden1_224/images/dtd/perforated_0004.jpg,data/broden1_224/images/dtd/grid_0041.jpg,data/broden1_224/images/dtd/polka-dotted_0101.jpg,data/broden1_224/images/dtd/perforated_0158.jpg,data/broden1_224/images/dtd/grid_0036.jpg,data/broden1_224/images/dtd/chequered_0053.jpg,data/broden1_224/images/dtd/perforated_0112.jpg,data/broden1_224/images/dtd/woven_0067.jpg,data/broden1_224/images/dtd/perforated_0043.jpg,data/broden1_224/images/dtd/grid_0047.jpg,data/broden1_224/images/dtd/woven_0065.jpg,data/broden1_224/images/dtd/woven_0004.jpg,data/broden1_224/images/dtd/grid_0023.jpg,data/broden1_224/images/dtd/meshed_0055.jpg,data/broden1_224/images/dtd/crosshatched_0089.jpg,data/broden1_224/images/dtd/meshed_0026.jpg,data/broden1_224/images/dtd/woven_0100.jpg
3,textured,texture,textures,beige,linen,grey,siding,cables,wood,tones,0.075897216796875,0.070343017578125,0.069580078125,0.069122314453125,0.061248779296875,0.0601806640625,0.059814453125,0.05938720703125,0.05914306640625,0.05908203125,data/broden1_224/images/dtd/zigzagged_0093.jpg,data/broden1_224/images/dtd/perforated_0099.jpg,data/broden1_224/images/dtd/perforated_0069.jpg,data/broden1_224/images/dtd/grooved_0057.jpg,data/broden1_224/images/dtd/meshed_0055.jpg,data/broden1_224/images/dtd/meshed_0026.jpg,data/broden1_224/images/opensurfaces/10688.jpg,data/broden1_224/images/dtd/perforated_0043.jpg,data/broden1_224/images/dtd/zigzagged_0054.jpg,data/broden1_224/images/opensurfaces/16550.jpg,data/broden1_224/images/dtd/grid_0025.jpg,data/broden1_224/images/pascal/2010_003874.jpg,data/broden1_224/images/ade20k/ADE_train_00007743.jpg,data/broden1_224/images/dtd/knitted_0104.jpg,data/broden1_224/images/dtd/banded_0145.jpg,data/broden1_224/images/dtd/grooved_0061.jpg,data/broden1_224/images/dtd/banded_0090.jpg,data/broden1_224/images/dtd/flecked_0050.jpg,data/broden1_224/images/dtd/gauzy_0137.jpg,data/broden1_224/images/dtd/lined_0166.jpg
4,dotted,dots,spots,grid,squares,braille,dot,worksheet,shirt,motif,0.27325439453125,0.206024169921875,0.16693115234375,0.110687255859375,0.102203369140625,0.0938720703125,0.085845947265625,0.08319091796875,0.081878662109375,0.081878662109375,data/broden1_224/images/dtd/polka-dotted_0130.jpg,data/broden1_224/images/dtd/polka-dotted_0068.jpg,data/broden1_224/images/dtd/grid_0034.jpg,data/broden1_224/images/dtd/polka-dotted_0196.jpg,data/broden1_224/images/dtd/grid_0056.jpg,data/broden1_224/images/dtd/polka-dotted_0216.jpg,data/broden1_224/images/dtd/lined_0127.jpg,data/broden1_224/images/dtd/polka-dotted_0229.jpg,data/broden1_224/images/dtd/grid_0053.jpg,data/broden1_224/images/dtd/interlaced_0052.jpg,data/broden1_224/images/dtd/dotted_0207.jpg,data/broden1_224/images/dtd/dotted_0174.jpg,data/broden1_224/images/dtd/polka-dotted_0151.jpg,data/broden1_224/images/dtd/polka-dotted_0082.jpg,data/broden1_224/images/dtd/polka-dotted_0095.jpg,data/broden1_224/images/dtd/grid_0042.jpg,data/broden1_224/images/dtd/polka-dotted_0180.jpg,data/broden1_224/images/dtd/lined_0128.jpg,data/broden1_224/images/dtd/studded_0190.jpg,data/broden1_224/images/dtd/grooved_0088.jpg
5,blue,garrison,cobalt,blu,blues,saturation,cyan,indigo,defend,sapphire,0.31982421875,0.308197021484375,0.217132568359375,0.216400146484375,0.209716796875,0.174163818359375,0.169464111328125,0.153778076171875,0.145660400390625,0.13970947265625,data/broden1_224/images/dtd/bubbly_0096.jpg,data/broden1_224/images/dtd/grid_0115.jpg,data/broden1_224/images/opensurfaces/20936.jpg,data/broden1_224/images/dtd/lined_0132.jpg,data/broden1_224/images/dtd/sprinkled_0091.jpg,data/broden1_224/images/dtd/grooved_0083.jpg,data/broden1_224/images/dtd/bubbly_0097.jpg,data/broden1_224/images/pascal/2008_007669.jpg,data/broden1_224/images/opensurfaces/73763.jpg,data/broden1_224/images/pascal/2010_005059.jpg,data/broden1_224/images/pascal/2010_003592.jpg,data/broden1_224/images/dtd/blotchy_0038.jpg,data/broden1_224/images/ade20k/ADE_train_00012090.jpg,data/broden1_224/images/opensurfaces/15806.jpg,data/broden1_224/images/dtd/bubbly_0171.jpg,data/broden1_224/images/dtd/bubbly_0042.jpg,data/broden1_224/images/dtd/bubbly_0141.jpg,data/broden1_224/images/dtd/veined_0100.jpg,data/broden1_224/images/dtd/knitted_0116.jpg,data/broden1_224/images/ade20k/ADE_train_00001097.jpg
6,pattern,patterns,hypnosis,spiral,tribal,winding,quilting,multi,symmetric,knots,0.14459228515625,0.1390380859375,0.118499755859375,0.117706298828125,0.108154296875,0.106201171875,0.102508544921875,0.100494384765625,0.10040283203125,0.09820556640625,data/broden1_224/images/dtd/zigzagged_0093.jpg,data/broden1_224/images/dtd/grid_0066.jpg,data/broden1_224/images/dtd/spiralled_0078.jpg,data/broden1_224/images/dtd/grid_0088.jpg,data/broden1_224/images/dtd/swirly_0116.jpg,data/broden1_224/images/dtd/grooved_0145.jpg,data/broden1_224/images/dtd/swirly_0138.jpg,data/broden1_224/images/dtd/swirly_0137.jpg,data/broden1_224/images/dtd/zigzagged_0088.jpg,data/broden1_224/images/dtd/banded_0154.jpg,data/broden1_224/images/dtd/zigzagged_0022.jpg,data/broden1_224/images/dtd/zigzagged_0062.jpg,data/broden1_224/images/dtd/swirly_0099.jpg,data/broden1_224/images/dtd/zigzagged_0085.jpg,data/broden1_224/images/dtd/swirly_0143.jpg,data/broden1_224/images/dtd/swirly_0066.jpg,data/broden1_224/images/dtd/swirly_0005.jpg,data/broden1_224/images/dtd/dotted_0073.jpg,data/broden1_224/images/dtd/zigzagged_0081.jpg,data/broden1_224/images/dtd/grid_0063.jpg
7,stripes,zebra,stripe,striped,barcode,strips,madagascar,barred,zoophilia,zoofilia,0.297027587890625,0.28192138671875,0.2744140625,0.274078369140625,0.223052978515625,0.18292236328125,0.1263427734375,0.115478515625,0.113861083984375,0.112640380859375,data/broden1_224/images/dtd/striped_0045.jpg,data/broden1_224/images/dtd/striped_0101.jpg,data/broden1_224/images/dtd/grooved_0085.jpg,data/broden1_224/images/dtd/banded_0083.jpg,data/broden1_224/images/dtd/banded_0005.jpg,data/broden1_224/images/dtd/striped_0036.jpg,data/broden1_224/images/dtd/banded_0086.jpg,data/broden1_224/images/dtd/zigzagged_0095.jpg,data/broden1_224/images/dtd/lined_0034.jpg,data/broden1_224/images/dtd/banded_0042.jpg,data/broden1_224/images/dtd/banded_0096.jpg,data/broden1_224/images/dtd/striped_0049.jpg,data/broden1_224/images/dtd/banded_0067.jpg,data/broden1_224/images/dtd/banded_0019.jpg,data/broden1_224/images/dtd/lined_0157.jpg,data/broden1_224/images/dtd/lined_0039.jpg,data/broden1_224/images/dtd/striped_0051.jpg,data/broden1_224/images/dtd/lined_0140.jpg,data/broden1_224/images/dtd/banded_0072.jpg,data/broden1_224/images/dtd/striped_0074.jpg
8,green,aaa,leaf,greens,patrol,algae,leaves,lime,aa,verde,0.4359130859375,0.376068115234375,0.34637451171875,0.344268798828125,0.333953857421875,0.3011474609375,0.29547119140625,0.276824951171875,0.27288818359375,0.272735595703125,data/broden1_224/images/dtd/wrinkled_0087.jpg,data/broden1_224/images/dtd/woven_0013.jpg,data/broden1_224/images/dtd/veined_0125.jpg,data/broden1_224/images/dtd/dotted_0169.jpg,data/broden1_224/images/dtd/sprinkled_0038.jpg,data/broden1_224/images/dtd/veined_0145.jpg,data/broden1_224/images/dtd/veined_0143.jpg,data/broden1_224/images/dtd/veined_0171.jpg,data/broden1_224/images/dtd/frilly_0006.jpg,data/broden1_224/images/dtd/flecked_0066.jpg,data/broden1_224/images/dtd/bubbly_0161.jpg,data/broden1_224/images/dtd/veined_0136.jpg,data/broden1_224/images/dtd/veined_0168.jpg,data/broden1_224/images/dtd/cobwebbed_0109.jpg,data/broden1_224/images/dtd/frilly_0100.jpg,data/broden1_224/images/dtd/veined_0164.jpg,data/broden1_224/images/dtd/knitted_0134.jpg,data/broden1_224/images/dtd/honeycombed_0131.jpg,data/broden1_224/images/dtd/chequered_0087.jpg,data/broden1_224/images/dtd/veined_0167.jpg
9,tweed,granite,textured,aggregate,wool,texture,carpet,textures,textile,woven,0.1781005859375,0.139068603515625,0.128662109375,0.126678466796875,0.123382568359375,0.120452880859375,0.115386962890625,0.112884521484375,0.111541748046875,0.110626220703125,data/broden1_224/images/dtd/chequered_0053.jpg,data/broden1_224/images/dtd/perforated_0167.jpg,data/broden1_224/images/dtd/honeycombed_0127.jpg,data/broden1_224/images/dtd/grid_0062.jpg,data/broden1_224/images/dtd/flecked_0050.jpg,data/broden1_224/images/dtd/flecked_0139.jpg,data/broden1_224/images/dtd/flecked_0134.jpg,data/broden1_224/images/dtd/flecked_0141.jpg,data/broden1_224/images/dtd/perforated_0043.jpg,data/broden1_224/images/dtd/woven_0100.jpg,data/broden1_224/images/dtd/meshed_0187.jpg,data/broden1_224/images/dtd/meshed_0026.jpg,data/broden1_224/images/dtd/flecked_0120.jpg,data/broden1_224/images/dtd/crosshatched_0139.jpg,data/broden1_224/images/dtd/knitted_0178.jpg,data/broden1_224/images/dtd/woven_0101.jpg,data/broden1_224/images/dtd/chequered_0194.jpg,data/broden1_224/images/dtd/frilly_0051.jpg,data/broden1_224/images/dtd/perforated_0168.jpg,data/broden1_224/images/dtd/perforated_0037.jpg
10,red,textile,reds,greed,crimson,quilts,ribbon,quilting,rot,motif,0.162384033203125,0.137176513671875,0.128082275390625,0.116943359375,0.11627197265625,0.09515380859375,0.094451904296875,0.093292236328125,0.09271240234375,0.092437744140625,data/broden1_224/images/dtd/banded_0154.jpg,data/broden1_224/images/dtd/grid_0088.jpg,data/broden1_224/images/dtd/lined_0107.jpg,data/broden1_224/images/dtd/polka-dotted_0097.jpg,data/broden1_224/images/dtd/honeycombed_0078.jpg,data/broden1_224/images/dtd/polka-dotted_0151.jpg,data/broden1_224/images/dtd/paisley_0054.jpg,data/broden1_224/images/dtd/swirly_0091.jpg,data/broden1_224/images/dtd/banded_0099.jpg,data/broden1_224/images/dtd/banded_0064.jpg,data/broden1_224/images/dtd/zigzagged_0063.jpg,data/broden1_224/images/dtd/grid_0016.jpg,data/broden1_224/images/dtd/swirly_0080.jpg,data/broden1_224/images/dtd/zigzagged_0066.jpg,data/broden1_224/images/dtd/banded_0105.jpg,data/broden1_224/images/dtd/lined_0109.jpg,data/broden1_224/images/dtd/paisley_0049.jpg,data/broden1_224/images/dtd/zigzagged_0062.jpg,data/broden1_224/images/dtd/sprinkled_0035.jpg,data/broden1_224/images/dtd/lined_0157.jpg
